driver_id,employee_id,first_name,last_name,cdl_number,cdl_state,cdl_endorsements,cdl_expiration_date,hire_date,status,home_terminal_id,phone,email,supervisor_email
25390829-eaa4-41f6-8d3c-7c4163e57697,DRV-5015,Matthew,Howard,MO15505975,MO,['T'],2028-12-08,2021-03-20,available,8cffe9c5-f13e-4d3e-9794-e4b2f22e808f,(785) 867-4084,matthew.howard@acmetrucking.com,supervisor.memphis@acmetrucking.com
0c638cbc-3861-4af4-a795-950fead1cca1,DRV-5016,Miguel,Okafor,TN23891786,TN,[],2028-05-04,2020-01-20,available,a5c4021b-5488-4368-9e13-974cfc4357b2,(931) 286-9266,miguel.okafor@acmetrucking.com,supervisor.atlanta@acmetrucking.com
5037c3be-987f-42d0-88c8-4091cf894b3d,DRV-5017,Linda,Garcia,CO80162053,CO,['T'],2029-10-31,2020-11-16,available,24dd1bd1-f1fc-4307-a497-01a617600cb1,(362) 572-7108,linda.garcia@acmetrucking.com,supervisor.kansascity@acmetrucking.com
dcbe0531-551b-41b1-91fc-a4d6fb312c99,DRV-5018,Kimberly,Roberts,MO17028380,MO,['H'],2029-12-14,2021-09-14,available,e1bed69c-5f89-4d1a-ab5f-4f60665b74c2,(862) 542-2079,kimberly.roberts@acmetrucking.com,supervisor.nashville@acmetrucking.com
124246a3-2dd0-44d1-808e-bf4e7fbbf6c2,DRV-5019,Juan,Gonzalez,TN98122539,TN,"['H', 'N']",2029-10-17,2017-10-29,available,5d9b2d6b-91f3-4b4a-945d-8da3910babf3,(353) 541-2335,juan.gonzalez@acmetrucking.com,supervisor.houston@acmetrucking.com
3b9661f0-1375-4a55-94ba-4b539f9359a5,DRV-5020,Kenneth,Hall,IN21370793,IN,"['H', 'N']",2028-02-25,2021-09-03,available,8f995c84-607c-4ae0-b0d4-c21ca07f273d,(772) 585-6381,kenneth.hall@acmetrucking.com,supervisor.dallas@acmetrucking.com
6f5502e0-45f9-48aa-8ab3-dafdc0955803,DRV-5021,Andrew,Lopez,AZ12446861,AZ,"['H', 'N']",2028-06-12,2019-01-22,available,b4d6a49a-44d6-4dce-82e0-967b3c2eac4a,(516) 384-4509,andrew.lopez@acmetrucking.com,supervisor.losangeles@acmetrucking.com
8af94e29-7920-4e66-979d-842bbd321630,DRV-5022,Luis,Freeman,CO20356922,CO,['N'],2028-01-27,2016-09-26,available,8f995c84-607c-4ae0-b0d4-c21ca07f273d,(303) 719-9843,luis.freeman@acmetrucking.com,supervisor.dallas@acmetrucking.com
6798ba4b-ce7a-47e3-ac07-d1aeda51330c,DRV-5023,David,Baker,PA60562485,PA,['N'],2027-04-12,2021-09-12,available,8f995c84-607c-4ae0-b0d4-c21ca07f273d,(366) 385-3712,david.baker@acmetrucking.com,supervisor.dallas@acmetrucking.com
fee6aa59-e34b-4585-bf86-ee4e9a10b127,DRV-5024,Svetlana,Garcia,MO41880763,MO,['H'],2028-11-26,2023-01-26,available,e1bed69c-5f89-4d1a-ab5f-4f60665b74c2,(825) 491-8355,svetlana.garcia@acmetrucking.com,supervisor.nashville@acmetrucking.com
2f88bf7b-e601-4be4-ae67-4253f395366c,DRV-5025,Lisa,Walker,IN36040410,IN,['T'],2028-06-23,2024-05-13,available,bb2ededc-f89e-45a9-b92d-fa760543d230,(894) 784-8218,lisa.walker@acmetrucking.com,supervisor.seattle@acmetrucking.com
e672a135-d09a-459b-b944-448400ff9908,DRV-5026,Kenji,Torres,WA66191704,WA,"['H', 'N']",2027-04-28,2020-11-30,available,b4d6a49a-44d6-4dce-82e0-967b3c2eac4a,(404) 819-3267,kenji.torres@acmetrucking.com,supervisor.losangeles@acmetrucking.com
d75464b1-f499-482c-9993-0083604ec7b9,DRV-5027,Margaret,Miller,AZ84429198,AZ,['T'],2026-12-28,2019-03-01,available,04487ae7-0061-4d10-bae0-a8cb11cde667,(928) 728-3042,margaret.miller@acmetrucking.com,supervisor.saltlakecity@acmetrucking.com
1f75bbd7-85fa-48b0-908f-aa17bd8f7f89,DRV-5028,Kimberly,Hernandez,WA78901038,WA,[],2027-03-29,2020-01-15,available,5d9b2d6b-91f3-4b4a-945d-8da3910babf3,(647) 293-4637,kimberly.hernandez@acmetrucking.com,supervisor.houston@acmetrucking.com
a10d95ba-7644-4442-b83c-96fe8296202b,DRV-5029,Ingrid,Hall,PA63211150,PA,[],2029-03-25,2015-08-07,available,a7a73568-5e65-43e1-bf71-2c7cd8483d63,(582) 441-7326,ingrid.hall@acmetrucking.com,supervisor.jacksonville@acmetrucking.com
7afc5cc5-897d-4a9f-be1f-8d2618540d1c,DRV-5030,Daniel,Mitchell,CO97236246,CO,[],2028-04-17,2016-02-10,available,a7a0e58a-7589-417e-ad15-3e0f6ee4211a,(349) 340-1627,daniel.mitchell@acmetrucking.com,supervisor.indianapolis@acmetrucking.com
d2e14248-617e-4844-90e1-b0745c60f47b,DRV-5031,Kimberly,Okafor,UT72962895,UT,[],2028-12-05,2022-11-29,available,743c0ff0-e847-402c-8244-4f1429a62e75,(830) 205-2298,kimberly.okafor@acmetrucking.com,supervisor.phoenix@acmetrucking.com
e70929e8-21a9-4757-98a4-5e34fa770210,DRV-5032,John,Allen,CO91722503,CO,[],2029-05-16,2023-02-26,available,b4d6a49a-44d6-4dce-82e0-967b3c2eac4a,(633) 313-5720,john.allen@acmetrucking.com,supervisor.losangeles@acmetrucking.com
b6ce4ae3-8877-4f9a-b25e-29c7d4449fbc,DRV-5033,Nancy,Hill,IL95758649,IL,[],2029-11-27,2019-09-16,available,bb0b1a88-e634-4f33-8169-e0e767fe3594,(668) 264-2816,nancy.hill@acmetrucking.com,supervisor.denver@acmetrucking.com
e1b124a1-d47c-4c5b-9d43-ca03f1468d4d,DRV-5034,Jamal,Williams,AZ29270557,AZ,['H'],2028-01-18,2017-09-17,available,8cffe9c5-f13e-4d3e-9794-e4b2f22e808f,(639) 201-6780,jamal.williams@acmetrucking.com,supervisor.memphis@acmetrucking.com
4ad0300f-e425-4755-9ba8-5a77f5f9571d,DRV-5035,Nancy,Chen,TX19083764,TX,[],2029-05-13,2019-01-17,available,b4d6a49a-44d6-4dce-82e0-967b3c2eac4a,(757) 719-9316,nancy.chen@acmetrucking.com,supervisor.losangeles@acmetrucking.com
154f6963-47b2-444b-abab-f5d130ed8d97,DRV-5036,John,Roberts,OH61926331,OH,['T'],2028-07-04,2022-02-16,available,a5c4021b-5488-4368-9e13-974cfc4357b2,(459) 965-1266,john.roberts@acmetrucking.com,supervisor.atlanta@acmetrucking.com
ea3f5142-a833-4cdd-a859-b740abc1ca4a,DRV-5037,Pedro,Rodriguez,FL94323222,FL,['N'],2026-12-30,2022-05-15,available,5d09a17e-b9a6-49b4-b030-c77c1619b8f6,(990) 795-6447,pedro.rodriguez@acmetrucking.com,supervisor.newark@acmetrucking.com
7c6f6c83-fd1b-4d1f-99bb-9977cf2376db,DRV-5038,Joshua,Garcia,FL96274567,FL,['H'],2027-05-25,2024-02-15,available,a7a0e58a-7589-417e-ad15-3e0f6ee4211a,(997) 901-8612,joshua.garcia@acmetrucking.com,supervisor.indianapolis@acmetrucking.com
2317dc2a-12be-4e6b-9bd8-f949805d354d,DRV-5039,Tyrone,White,WA71428713,WA,[],2026-08-15,2023-01-11,available,932b0a9f-c131-45a8-834f-082694ccde46,(500) 406-1717,tyrone.white@acmetrucking.com,supervisor.chicago@acmetrucking.com
73883747-f5d4-4d62-9a4e-f39e284f3afe,DRV-5040,Susan,Garcia,FL82884346,FL,['N'],2029-01-25,2019-06-20,available,b4d6a49a-44d6-4dce-82e0-967b3c2eac4a,(459) 237-4131,susan.garcia@acmetrucking.com,supervisor.losangeles@acmetrucking.com
1febb6ae-21cf-49d6-a398-4e459ff891d3,DRV-5041,Kimberly,Rivera,OH54550177,OH,[],2027-12-12,2022-05-09,available,04487ae7-0061-4d10-bae0-a8cb11cde667,(327) 576-8159,kimberly.rivera@acmetrucking.com,supervisor.saltlakecity@acmetrucking.com
b83aa43c-1d73-4e95-99e9-570e00b139ae,DRV-5042,Fatima,Sullivan,PA76599269,PA,"['H', 'N']",2029-03-15,2017-02-04,available,a7a0e58a-7589-417e-ad15-3e0f6ee4211a,(576) 731-5369,fatima.sullivan@acmetrucking.com,supervisor.indianapolis@acmetrucking.com
4e71986b-021d-433f-a80d-b269b87cb2e6,DRV-5043,Daniel,O'Brien,IL34220459,IL,"['H', 'N']",2029-06-22,2024-03-22,available,8cffe9c5-f13e-4d3e-9794-e4b2f22e808f,(500) 528-2680,daniel.o'brien@acmetrucking.com,supervisor.memphis@acmetrucking.com
b597bb5f-f9bc-447b-8716-2aafe7efb921,DRV-5044,Daniel,Adams,AZ90882505,AZ,['N'],2028-10-20,2020-01-01,available,5d9b2d6b-91f3-4b4a-945d-8da3910babf3,(370) 906-8272,daniel.adams@acmetrucking.com,supervisor.houston@acmetrucking.com
74dc9d17-4116-456a-b7c8-5375fd13a587,DRV-5045,Jorge,Cohen,GA46850196,GA,['H'],2029-12-31,2019-11-17,available,8cffe9c5-f13e-4d3e-9794-e4b2f22e808f,(258) 276-7655,jorge.cohen@acmetrucking.com,supervisor.memphis@acmetrucking.com
8938bbdf-b41b-4552-8d2b-516f8d12f338,DRV-5046,Rafael,Lee,GA68810561,GA,[],2026-08-11,2021-10-24,available,04487ae7-0061-4d10-bae0-a8cb11cde667,(329) 268-4866,rafael.lee@acmetrucking.com,supervisor.saltlakecity@acmetrucking.com
b4867634-a7b6-4a7f-98b2-727600882427,DRV-5047,Rafael,Campbell,MO30594121,MO,['N'],2028-12-08,2021-10-14,available,a5c4021b-5488-4368-9e13-974cfc4357b2,(579) 580-8273,rafael.campbell@acmetrucking.com,supervisor.atlanta@acmetrucking.com
5411c1d5-cdbe-4b92-ad14-57fee91e74b1,DRV-5048,Christopher,Moore,TN97182566,TN,['H'],2027-12-23,2018-07-11,available,a7a73568-5e65-43e1-bf71-2c7cd8483d63,(455) 316-1424,christopher.moore@acmetrucking.com,supervisor.jacksonville@acmetrucking.com
ccf7f73b-a742-4001-b8a5-bf9c3476f1c5,DRV-5049,Patricia,Brooks,TN25805613,TN,"['H', 'N']",2027-11-19,2021-04-19,available,bb2ededc-f89e-45a9-b92d-fa760543d230,(993) 466-8311,patricia.brooks@acmetrucking.com,supervisor.seattle@acmetrucking.com
8f256c28-cf40-4889-8f00-453940efed70,DRV-5050,Sarah,Torres,UT28217159,UT,['T'],2026-10-30,2016-05-17,available,bb0b1a88-e634-4f33-8169-e0e767fe3594,(662) 376-8292,sarah.torres@acmetrucking.com,supervisor.denver@acmetrucking.com
c0a53596-20b3-4934-8f2b-701a8ec9dac8,DRV-5051,Matthew,Green,AZ83819367,AZ,['H'],2029-06-15,2015-09-23,available,5d09a17e-b9a6-49b4-b030-c77c1619b8f6,(497) 507-3580,matthew.green@acmetrucking.com,supervisor.newark@acmetrucking.com
40493abb-a12c-4125-9bb4-70a1a450692c,DRV-5052,Linda,Campbell,TN28639738,TN,['N'],2027-09-28,2017-04-03,available,932b0a9f-c131-45a8-834f-082694ccde46,(705) 226-6912,linda.campbell@acmetrucking.com,supervisor.chicago@acmetrucking.com
26a6822c-640c-48eb-b0d0-6a79d80f5dbc,DRV-5053,Diego,Petrov,WA21571646,WA,['H'],2026-10-13,2021-11-11,available,8f995c84-607c-4ae0-b0d4-c21ca07f273d,(516) 607-8842,diego.petrov@acmetrucking.com,supervisor.dallas@acmetrucking.com
33d791cc-28f5-45be-adb7-180e5dcf5e17,DRV-5054,Priya,Singh,OH52550733,OH,['N'],2026-10-30,2016-05-28,available,932b0a9f-c131-45a8-834f-082694ccde46,(660) 677-9476,priya.singh@acmetrucking.com,supervisor.chicago@acmetrucking.com
35a517a8-748c-4694-984d-a35060989298,DRV-5055,Jorge,Taylor,PA34422678,PA,['H'],2027-02-20,2021-08-04,available,e1bed69c-5f89-4d1a-ab5f-4f60665b74c2,(643) 714-1907,jorge.taylor@acmetrucking.com,supervisor.nashville@acmetrucking.com
d5ba2171-011c-4c4d-b6af-5126df4962c7,DRV-5056,Paul,Martin,IN40262109,IN,[],2028-05-09,2018-08-14,available,8f995c84-607c-4ae0-b0d4-c21ca07f273d,(731) 490-2292,paul.martin@acmetrucking.com,supervisor.dallas@acmetrucking.com
61b94e23-fe94-4252-9d9b-6da83bf3fdcb,DRV-5057,Margaret,Sanchez,AZ93889081,AZ,['H'],2028-02-11,2016-05-27,available,5d9b2d6b-91f3-4b4a-945d-8da3910babf3,(829) 746-2530,margaret.sanchez@acmetrucking.com,supervisor.houston@acmetrucking.com
72ef26e5-8a71-4027-8369-ecdcc28b4c01,DRV-5058,Terrance,Perez,NJ98413629,NJ,['N'],2029-11-30,2016-12-02,available,8f995c84-607c-4ae0-b0d4-c21ca07f273d,(937) 819-6531,terrance.perez@acmetrucking.com,supervisor.dallas@acmetrucking.com
80490301-5526-428e-b1da-7357b42fbe21,DRV-5059,William,Brown,IL87412924,IL,[],2027-11-25,2023-08-25,available,e1bed69c-5f89-4d1a-ab5f-4f60665b74c2,(866) 415-7825,william.brown@acmetrucking.com,supervisor.nashville@acmetrucking.com
d3cf98e9-162a-4d70-acf3-320ad1d60d5b,DRV-5060,Michael,Brooks,PA50546385,PA,['H'],2029-02-14,2022-03-14,available,5d9b2d6b-91f3-4b4a-945d-8da3910babf3,(450) 901-7653,michael.brooks@acmetrucking.com,supervisor.houston@acmetrucking.com
b5020750-3934-4700-828f-3cb7cfccd0da,DRV-5061,Donna,Yamamoto,IL65783806,IL,[],2029-02-16,2019-12-06,available,8f995c84-607c-4ae0-b0d4-c21ca07f273d,(675) 408-6573,donna.yamamoto@acmetrucking.com,supervisor.dallas@acmetrucking.com
6b28c531-4008-44c2-9e6c-dd930b993210,DRV-5062,Kenneth,Green,OH56354851,OH,['H'],2028-08-25,2024-08-26,available,5d09a17e-b9a6-49b4-b030-c77c1619b8f6,(333) 978-7070,kenneth.green@acmetrucking.com,supervisor.newark@acmetrucking.com
6dd65793-90ef-4a17-bd87-cd676ae0c4a2,DRV-5063,Mark,Green,CO70343755,CO,['T'],2027-10-21,2017-12-31,available,932b0a9f-c131-45a8-834f-082694ccde46,(344) 299-1829,mark.green@acmetrucking.com,supervisor.chicago@acmetrucking.com
a2382b67-fb37-4904-9718-94e9d515345d,DRV-5064,Emily,Roberts,OH31434525,OH,['N'],2028-04-01,2017-10-13,available,a7a73568-5e65-43e1-bf71-2c7cd8483d63,(791) 938-6123,emily.roberts@acmetrucking.com,supervisor.jacksonville@acmetrucking.com
0b873fa3-f3da-4ed9-b932-f8a118d6b53b,DRV-5065,Elizabeth,Lee,CA51411602,CA,['H'],2029-03-15,2020-08-04,available,24dd1bd1-f1fc-4307-a497-01a617600cb1,(223) 292-7442,elizabeth.lee@acmetrucking.com,supervisor.kansascity@acmetrucking.com
